iter	Logloss
161	0.5790455818
162	0.5788739065
163	0.5787301461
164	0.5786067887
165	0.5785336161
166	0.5783993286
167	0.5782687394
168	0.5781187899
169	0.5779884985
170	0.5778077096
171	0.577658244
172	0.5774856555
173	0.57737725
174	0.5772624912
175	0.5770534668
176	0.5768932336
177	0.5767377488
178	0.5765849479
179	0.5765432359
180	0.576379784
181	0.5762565854
182	0.5761228136
183	0.5760390962
184	0.5759405491
185	0.5758178056
186	0.5756221903
187	0.575497622
188	0.575361313
189	0.5751431267
190	0.5749177875
191	0.5747738703
192	0.5746778252
193	0.5745371928
194	0.5744197625
195	0.5742775405
196	0.5741042387
197	0.574002691
198	0.573783737
199	0.5736740408
200	0.5735394212
201	0.5733701013
202	0.5732563186
203	0.573156167
204	0.573027822
205	0.5729065874
206	0.5727807335
207	0.5725848715
208	0.5723855298
209	0.5722392754
210	0.5721413461
211	0.5720426885
212	0.5718832643
213	0.5717757397
214	0.5715490525
215	0.5714060367
216	0.5712256242
217	0.5710709025
218	0.5710203649
219	0.5709130015
220	0.5707627071
221	0.5706049957
222	0.5704805363
223	0.5703975714
224	0.5702889837
225	0.5702088442
226	0.5701399719
227	0.5700786358
228	0.569894597
229	0.5697309576
230	0.5695630253
231	0.5693359749
232	0.5692149396
233	0.5690881695
234	0.5689907421
235	0.5688020491
236	0.568699339
237	0.5684472465
238	0.568326633
239	0.5682128734
240	0.5680436919
241	0.5678875625
242	0.5677285411
243	0.567651847
244	0.5675577961
245	0.5674872134
246	0.5673751711
247	0.5672470803
248	0.5671442388
249	0.5669711726
250	0.5668691684
251	0.5667254945
252	0.566532282
253	0.5664752944
254	0.5663498036
255	0.566248467
256	0.5660484434
257	0.565972533
258	0.5658915714
259	0.56577853
260	0.5656505698
261	0.5655949628
262	0.5655460698
263	0.5653538861
264	0.5650795693
265	0.5649008174
266	0.5647976512
267	0.5647458233
268	0.5646217904
269	0.5644872748
270	0.5643869021
271	0.5643177136
272	0.5642172955
273	0.5641084966
274	0.5639298318
275	0.5637981954
276	0.5636509975
277	0.5635930739
278	0.5634814715
279	0.5633137786
280	0.5632450802
281	0.5630968183
282	0.5629640781
283	0.5628736142
284	0.5627189379
285	0.5626295533
286	0.5624691071
287	0.5623692537
288	0.562234811
289	0.5621386982
290	0.562018317
291	0.561937469
292	0.561728951
293	0.5616428711
294	0.5615293975
295	0.5613928727
296	0.5611801464
297	0.5611059984
298	0.5609590131
299	0.5608754338
300	0.5608194748
301	0.5607576899
302	0.5606377323
303	0.5605382483
304	0.5604925156
305	0.5603768831
306	0.5602558047
307	0.5601940336
308	0.5600546584
309	0.5599133951
310	0.5598336467
311	0.5597480013
312	0.5596305034
313	0.5595076939
314	0.5593928908
315	0.5593067045
316	0.5591675814
317	0.5590287472
318	0.5588673615
319	0.5588132731
320	0.5586961278
321	0.5585265286
322	0.5584074815
323	0.5582277472
324	0.558098108
325	0.5579428408
326	0.5578438047
327	0.5576922819
328	0.55752827
329	0.5574237557
330	0.5573003354
331	0.5571389045
332	0.5570272643
333	0.5568956962
334	0.5567740948
335	0.5566512434
336	0.5565220012
337	0.5564512881
338	0.5563421608
339	0.5561842382
340	0.5560082778
341	0.5558518337
342	0.5557436156
343	0.5556025224
344	0.5555003431
345	0.555374414
346	0.5552556103
347	0.5551060537
348	0.5549974332
349	0.5548680597
350	0.5546857498
351	0.5546047636
352	0.5544718474
353	0.554266401
354	0.5540416698
355	0.5538971692
356	0.5537313314
357	0.5535983916
358	0.5534581188
359	0.5532781717
360	0.5531780901
361	0.5530535066
362	0.5529102426
363	0.5527866719
364	0.552670752
365	0.5525177745
366	0.5523461572
367	0.5522298595
368	0.5521652161
369	0.5519886862
370	0.5518682665
371	0.5517924751
372	0.551723828
373	0.5515281852
374	0.5512804635
375	0.5511605024
376	0.5510332567
377	0.5509238792
378	0.5507525399
379	0.5506788452
380	0.5505198457
381	0.550411302
382	0.5502898421
383	0.5501675359
384	0.5500452135
385	0.5499301168
386	0.5497619253
387	0.5495889365
388	0.5494327697
389	0.5493017348
390	0.5492084187
391	0.5490519892
392	0.5489688915
393	0.5488249436
394	0.548632526
395	0.54849293
396	0.5483598064
397	0.548207147
398	0.5481274956
399	0.5480072093
400	0.5478210938
401	0.5476636345
402	0.5475612197
403	0.547400062
404	0.5472711662
405	0.547138
406	0.5470034568
407	0.5467642984
408	0.5466678085
409	0.5466007744
410	0.5464579147
411	0.5463656033
412	0.5462199305
413	0.5461014759
414	0.5459322905
415	0.5458105253
416	0.5456667827
417	0.5455302356
418	0.5454637873
419	0.5453458319
420	0.5452342454
421	0.5451285955
422	0.5450124876
423	0.5448604609
424	0.5447516262
425	0.5445851409
426	0.5444153649
427	0.5442563148
428	0.5441566776
429	0.5440397832
430	0.5439361378
431	0.5437857694
432	0.5436752673
433	0.5435110823
434	0.5434045558
435	0.5433031709
436	0.5431188062
437	0.5429221471
438	0.542799299
439	0.5426725192
440	0.5425653341
441	0.5424337325
442	0.5422532756
443	0.5421066854
444	0.5419595711
445	0.541823363
446	0.5416255678
447	0.5415267414
448	0.541371494
449	0.5412307647
450	0.541076014
451	0.540936802
452	0.5408439667
453	0.5406520825
454	0.5404841915
455	0.5403031107
456	0.5401290392
457	0.5399804983
458	0.5398574321
459	0.5397279754
460	0.5395119131
461	0.5393907624
462	0.5392278402
463	0.539071623
464	0.5389526188
465	0.5387849486
466	0.5386399468
467	0.538453598
468	0.5383256765
469	0.5382006921
470	0.5380560433
471	0.5379181999
472	0.5377852268
473	0.537607126
474	0.5374072891
475	0.537239681
476	0.5371166115
477	0.5369714139
478	0.536772827
479	0.5365521682
480	0.5364042037
481	0.5362454446
482	0.5361028279
483	0.5359152257
484	0.5357057493
485	0.5355496207
486	0.5354165112
487	0.5353024125
488	0.5351239217
489	0.5348905542
490	0.5346922146
491	0.5345648794
492	0.5344328432
493	0.5342935499
494	0.5342323713
495	0.5340900351
496	0.5339334429
497	0.5338113973
498	0.5336715768
499	0.5334773074
500	0.5333069732
501	0.5331340944
502	0.5329592471
503	0.5328160359
504	0.5326695062
505	0.5325242936
506	0.5324307045
507	0.5322990886
508	0.5321784053
509	0.5320262373
510	0.5319154525
511	0.5317784355
512	0.5316826743
513	0.5315671369
514	0.5314296889
515	0.5312205563
516	0.531076057
517	0.5309468132
518	0.5308442086
519	0.5307381561
520	0.5305926913
521	0.5304002325
522	0.5302678678
523	0.5301029917
524	0.5299931893
525	0.5298461336
526	0.5297530517
527	0.529595507
528	0.5294543102
529	0.5293325176
530	0.5292198335
531	0.5291497888
532	0.5290192667
533	0.5288501295
534	0.528785307
535	0.5286357776
536	0.528542512
537	0.5283729867
538	0.5281526767
539	0.5280094346
540	0.5278647255
541	0.5277459068
542	0.527642958
543	0.5275137823
544	0.5274026982
545	0.5273142954
546	0.5271480051
547	0.5270165346
548	0.5268220207
549	0.5267176168
550	0.5265153152
551	0.5263677965
552	0.5262585484
553	0.5261382091
554	0.5259807094
555	0.5258930711
556	0.5258125748
557	0.5255951013
558	0.5254888355
559	0.525345106
560	0.525212799
561	0.525143402
562	0.5249857157
563	0.5247983804
564	0.5245917872
565	0.5244595881
566	0.5243884108
567	0.524322726
568	0.5241065721
569	0.523948605
570	0.5238341011
571	0.5237082049
572	0.5235438952
573	0.5234514956
574	0.5232910564
575	0.5231847673
576	0.5231064508
577	0.5229792998
578	0.5228917973
579	0.5227718304
580	0.5226210946
581	0.5224599359
582	0.522324537
583	0.5222393521
584	0.5221192797
585	0.5219816384
586	0.5218466916
587	0.5217293002
588	0.5215962303
589	0.5214528722
590	0.5212555774
591	0.5211611884
592	0.5210732597
593	0.520925805
594	0.520829127
595	0.5206840254
596	0.5205787628
597	0.5204545717
598	0.5203569072
599	0.5202159768
600	0.5200735859
601	0.5199707311
602	0.5199222053
603	0.5197833956
604	0.5196450767
605	0.5195315314
606	0.5193820199
607	0.519226695
608	0.5191102376
609	0.5190087897
610	0.5188816882
611	0.5187190581
612	0.518579489
613	0.5183933903
614	0.5183229332
615	0.5182001549
616	0.5180910379
617	0.5180191269
618	0.5179250198
619	0.5177868681
620	0.5176478573
621	0.5175058985
622	0.5174093986
623	0.5172457915
624	0.5170831455
625	0.5169784061
626	0.516850742
627	0.5167202375
628	0.5166595066
629	0.5165459656
630	0.5164546543
631	0.5163254808
632	0.5161790691
633	0.5160551389
634	0.5159412512
635	0.5158224526
636	0.5157149547
637	0.5155985668
638	0.5154384279
639	0.5153478091
640	0.515247726
641	0.5151684971
642	0.5150718676
643	0.5149479884
644	0.5148551273
645	0.5147461035
646	0.5146140716
647	0.5144967643
648	0.5143727107
649	0.5142731463
650	0.5142022892
651	0.5140773552
652	0.5140167656
653	0.5139008572
654	0.5137921567
655	0.513656482
656	0.5135646433
657	0.5135094774
658	0.5134054272
659	0.5132714606
660	0.5132175098
661	0.5130848003
662	0.5129286844
663	0.5128263621
664	0.5127559902
665	0.5126538459
666	0.5125109682
667	0.5124177724
668	0.512311915
669	0.5121989155
670	0.5121145768
671	0.511960409
672	0.5118503113
673	0.5117294464
674	0.5116153848
675	0.5115006796
676	0.5114409043
677	0.5112907331
678	0.5111349574
679	0.5110257809
680	0.5109320128
681	0.5107912499
682	0.5106769368
683	0.5105306899
684	0.5103798234
685	0.5102384411
686	0.5101193732
687	0.5100148094
688	0.509942494
689	0.5097958302
690	0.5096621259
691	0.5095717441
692	0.5094593504
693	0.5094037079
694	0.5092768002
695	0.5092084854
696	0.5090107757
697	0.5089080822
698	0.5088004374
699	0.5086536805
700	0.5085520203
701	0.5084220799
702	0.5082993104
703	0.5081576076
704	0.5080627929
705	0.5079459348
706	0.5078361624
707	0.5077563708
708	0.5076523759
709	0.5075704819
710	0.5074099299
711	0.5072649167
712	0.5071489037
713	0.5070281812
714	0.5069245521
715	0.5068462552
716	0.5067069335
717	0.5065961791
718	0.506444719
719	0.5063768036
720	0.5062965506
721	0.5061842301
722	0.50609678
723	0.5060087426
724	0.5058951718
725	0.505760899
726	0.505664616
727	0.5055302933
728	0.5054210861
729	0.5053333752
730	0.5052280977
731	0.5051266702
732	0.5049977261
733	0.5048859744
734	0.504782316
735	0.5046269757
736	0.5045239134
737	0.5043887024
738	0.5042931134
739	0.5041798178
740	0.5040498042
741	0.5039468355
742	0.5038373855
743	0.5037255623
744	0.5035721567
745	0.5034151911
746	0.5032832055
747	0.5031690264
748	0.5030355752
749	0.5029475521
750	0.5028081216
751	0.5027355243
752	0.5026459368
753	0.5025562486
754	0.5023924191
755	0.5022797558
756	0.5021722956
757	0.5020755665
758	0.5019374472
759	0.5018085075
760	0.5017294352
761	0.5016184241
762	0.5015119287
763	0.5013725853
764	0.5012024354
765	0.5010944944
766	0.5009990012
767	0.5009254847
768	0.5008068691
769	0.5006757457
770	0.5005791041
771	0.5004913623
772	0.5003712948
773	0.5002777119
774	0.5001826201
775	0.5000958137
776	0.5000034182
777	0.4998899956
778	0.4997788242
779	0.4996956659
780	0.4996200994
781	0.4994641395
782	0.4993915274
783	0.4992639048
784	0.4991799925
785	0.4991190598
786	0.4990334188
787	0.4988865162
788	0.4987708015
789	0.4986777512
790	0.4985235276
791	0.4984341016
792	0.4983252554
793	0.4981981383
794	0.498100373
795	0.4980389543
796	0.4979549204
797	0.4978694395
798	0.4977633729
799	0.4976346973
800	0.4974587249
801	0.4973631048
802	0.4973174154
803	0.4972432084
804	0.4971301853
805	0.4970235545
806	0.4969511795
807	0.4967998568
808	0.4967396582
809	0.4965708699
810	0.4964399294
811	0.4963218665
812	0.4962299692
813	0.4961733798
814	0.4961045394
815	0.4960317351
816	0.4959432088
817	0.4958391053
818	0.4957432478
819	0.4956527303
820	0.4955096446
821	0.4954142353
822	0.4953091892
823	0.4951936325
824	0.4951310423
825	0.4950827665
826	0.4949910061
827	0.4949200318
828	0.4947917184
829	0.4947058846
830	0.4946106869
831	0.4945219151
832	0.4943866854
833	0.4942729035
834	0.4941357653
835	0.4940208668
836	0.4939613755
837	0.4938521428
838	0.4937726925
839	0.4936896022
840	0.4935505276
841	0.4934462445
842	0.4933710044
843	0.4933271491
844	0.4932403599
845	0.4930934016
846	0.492981407
847	0.4928655891
848	0.4927540173
849	0.4926842355
850	0.4925852905
851	0.4924926364
852	0.4923733467
853	0.4923287473
854	0.4922097413
855	0.4920778694
856	0.4919918966
857	0.4919247856
858	0.4918176715
859	0.4917048785
860	0.4916027509
861	0.4915115063
862	0.4914042308
863	0.4913069922
864	0.4912088581
865	0.491170123
866	0.4910920247
867	0.4910161529
868	0.4908419656
869	0.4907433428
870	0.4906389759
871	0.4905885641
872	0.4905254008
873	0.4904402011
874	0.4903531689
875	0.4902523715
876	0.4901611516
877	0.4900677526
878	0.4899147387
879	0.4897794195
880	0.4896675631
881	0.4895905095
882	0.4894773385
883	0.4893719402
884	0.4892805896
885	0.4892089012
886	0.4890513294
887	0.4889412494
888	0.4888705105
889	0.4887596358
890	0.4886687536
891	0.4885784719
892	0.4884767545
893	0.4883583667
894	0.48828201
895	0.4881625222
896	0.4881175881
897	0.4880143304
898	0.4878858436
899	0.4878081692
900	0.4877484813
901	0.4875922728
902	0.4875176533
903	0.4874333716
904	0.4873220967
905	0.4872259549
906	0.4871391595
907	0.4870747467
908	0.487010298
909	0.4869100282
910	0.4868522265
911	0.4868135763
912	0.4866973744
913	0.4866316456
914	0.4865482438
915	0.4864488674
916	0.4863499574
917	0.4862388585
918	0.4861235838
919	0.4860565997
920	0.4859832533
921	0.4858751869
922	0.485776607
923	0.4856977589
924	0.4855907163
925	0.4855162138
926	0.4853726206
927	0.4852971283
928	0.48518311
929	0.4850988472
930	0.4849980593
931	0.4848937202
932	0.4848208294
933	0.4847277453
934	0.4846606938
935	0.4845531706
936	0.4844258
937	0.4842739204
938	0.4841411761
939	0.4840108371
940	0.4839175253
941	0.4838688406
942	0.4837559419
943	0.4836996062
944	0.4836044266
945	0.4835299822
946	0.4833865352
947	0.4832973514
948	0.4832118917
949	0.4831301693
950	0.4830066704
951	0.4829287523
952	0.4828644286
953	0.4828102715
954	0.4827277287
955	0.4826215511
956	0.4825269053
957	0.4824071941
958	0.4823474326
959	0.4822421771
960	0.4821531513
961	0.4820934048
962	0.482028443
963	0.4819618276
964	0.4818540587
965	0.4817647275
966	0.481623989
967	0.4815569043
968	0.4814776027
969	0.481399534
970	0.4813222092
971	0.4812422091
972	0.4811149426
973	0.4810215109
974	0.4808659881
975	0.4807643893
976	0.4806678014
977	0.4805890066
978	0.4805035125
979	0.4804147746
980	0.4803229889
981	0.4802417832
982	0.4801587264
983	0.4799980969
984	0.4799461616
985	0.4797896872
986	0.4796601002
987	0.4795508418
988	0.4794838126
989	0.479401364
990	0.479229245
991	0.4791421247
992	0.4790527449
993	0.4789326787
994	0.4788515848
995	0.4787629942
996	0.4787308446
997	0.4786602631
998	0.4786070874
999	0.478543382
